Name,Species,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,Furniture List,Filename,Unique Entry ID,image
Tipper,Cow,Female,Snooty,Fashion,25-Aug,pushy,Soulful K.K.,Gorgeous,Cute,Colorful,Pink,white hallway wall,stone tile,3681;2554;3957;1227;1757;4030;2561;1229;1875;2560;4338,cow01,ZWevBdWKRpz7DC7B4,https://lh3.googleusercontent.com/docsubipk/AJV0LNvNCeADj1Srn5MnTeV55mZ8f-kjsTiLy-r6T5OxoqwpForqU_bP8H5bqHc-S2kUXFUt15qlFpeTSuOTxD_dZkvN-U46K9R1ip8saHg8IqB-=s75-w75-h74
Tom,Cat,Male,Cranky,Education,10-Dec,me-YOWZA,K.K. Rock,Cool,Simple,Black,Gray,shutter wall,paintball flooring,4759;2020;4759;4759;875;3697;1241;4113;2592;1189;7528;8417;3967;4687,cat15,2vHKegY3XyX2DBc6G,https://lh3.googleusercontent.com/docsubipk/AJV0LNu7C9tiMUcL_DYX_sTJ8hggYlEAj1A3qYxkYNnaR3EE9NPAtxTrxgPDYElfxmgRuePtVl0Y84M8mcZ1qaNUaV4Z_8mjPXAkeu1p1GZNBf4Y=s75-w75-h74
Truffles,Pig,Female,Peppy,Fashion,28-Jul,snoutie,Neapolitan,Cute,Gorgeous,Green,Red,mod wall,brown honeycomb tile,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,pig01,3oNZnyk4zv3zJD2m5,https://lh3.googleusercontent.com/docsubipk/AJV0LNsuPQim5JLaNle-m6-xjr_7HwWTwcw2hOF8uHqy67LZc0VWYApXSYbnaJTIZl7eCYSrlCeGRanpPVdXEmyK7M6TIyX_RPgosn74Lt0jbCbh=s75-w75-h74
Tucker,Elephant,Male,Lazy,Nature,7-Sep,fuzzers,K.K. Safari,Active,Simple,Yellow,Orange,jungle wall,swamp flooring,343;343;10743;7043;3398;3398;7345;4093;3398;4073,elp09,96HCsK6H2c7J2ARMa,https://lh3.googleusercontent.com/docsubipk/AJV0LNsoFZ-9mY8wuWRp-jLTwmDTPvtE2j2cf8_Cy-NZFKa3UW4Py7MG_40SjG0kOAsfkwrH43w5HtugwYhFAEJ8nGKKFj_kH_K0exAxEOQzFA4=s75-w75-h74
Tutu,Bear,Female,Peppy,Fashion,15-Sep,twinkles,Bubblegum K.K.,Cute,Simple,Pink,Red,pink-striped wall,red dot flooring,3995;3998;3999;3624;929;3996;3997;4002;4000;1227;4003,bea07,HqboYio5a8bRbKtcL,https://lh3.googleusercontent.com/docsubipk/AJV0LNuxtpjWvfC6NVyKC_pWYGDTTtZmSZ4CKToLEd-IyLmuoGfPdR9Jq59XwJaiAQGcwYsnUk_xdxgvxe82AZUTwWPFictGmT6K2zvEhX7vdeDw=s75-w75-h74
Twiggy,Bird,Female,Peppy,Fashion,13-Jul,cheepers,Bubblegum K.K.,Simple,Cute,Pink,Blue,white botanical-tile wall,gray argyle-tile flooring,4035;4080;4051;4046;4054;3971;4048;4338;3948;331;1829;1829,brd03,P6sD4cQvXFHHvNcz8,https://lh3.googleusercontent.com/docsubipk/AJV0LNt9YepMNrKy61xfvzu6iPq5Cc0L2wFBQxEaKdy3SprFhCJo9OsGoU5lh1WJUBYK5bYNdq20d1us5G--h1rtg2g-ek8gpOWok04uraotixcf=s75-w75-h74
Tybalt,Tiger,Male,Jock,Play,19-Aug,grrrRAH,K.K. Groove,Active,Simple,Blue,Purple,blue-paint wall,tiger-print flooring,1452;7654;4138;7845;4139;1241;8298;7528;4141;4003;8417;4756,tig02,Q49mH4FY3BrgFDoyN,https://lh3.googleusercontent.com/docsubipk/AJV0LNt4Id7J2N9c6gqMYhtkN1jmaiOjmiJKLpdSjzbiStg8DSQmQ5-SdqppdjhsY_0iLPG-gh4MHjXEr46s0ZUV5hmkyvkgxup1oWcJuIHB4WI=s75-w75-h74
Ursala,Bear,Female,Big Sister,Music,16-Jan,grooomph,Café K.K.,Simple,Cute,Red,Orange,café-curtain wall,green honeycomb tile,1227;4132;3270;3438;7132;3396;2586;3943;2713;4003;3775,bea08,zodRh39TrqXPbGW49,https://lh3.googleusercontent.com/docsubipk/AJV0LNuRgnIWt8JRes0yPWTdrIf89JDbLwXmgSpWhVonKZ2S8v0wxbsgD_RGxhIhdO2r8rlTaSGGVDMMMATMAtcT6AAT0QEEKpMQ52aZ93U23Ake=s75-w75-h74
Velma,Goat,Female,Snooty,Education,14-Jan,blih,Mr. K.K.,Elegant,Gorgeous,Light blue,Purple,classic-library wall,light parquet flooring,1875;3681;3955;1058;2772;2554;3958;3951;794;1042,goa06,PkAYXk745ZHBE69a9,https://lh3.googleusercontent.com/docsubipk/AJV0LNthehtvJSvbfxpZ1PkJUE8-l1yzZeqLuawdmFytw_BjBUrMhXQkWj9kDgf5tvaU0heX5qbEKPl-63NqBm4oDjJ8FCV2duToKnkdf_-i1qXP=s75-w75-h74
Vesta,Sheep,Female,Normal,Fashion,16-Apr,baaaffo,Forest Life,Simple,Cute,Orange,Red,white subway-tile wall,floral mosaic-tile flooring,4393;4026;1744;1227;4048;4030;4139;1866;929;4046;2740;4338;7531;4023;4139;3443;1128,shp00,pkzxW9Pmtd39TMdDH,https://lh3.googleusercontent.com/docsubipk/AJV0LNtkmoGNsTQxvbV1rx3sHtdraLu5sc4IFXMwZVHMsHiLjIy_rUt82mGFsVAQ_jaoZwe0rTDkz2aUs1jyfTiP3ICW8kmxUurMTHApgxBiv0KK=s75-w75-h74
Vic,Bull,Male,Cranky,Fitness,29-Dec,cud,K.K. March,Cool,Active,Light blue,Blue,sea view,ship deck,791;1266;4043;3449;3449;3615;4135;1266;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;4077;7800,bul08,9ouwtyzDNP65WJv77,https://lh3.googleusercontent.com/docsubipk/AJV0LNtgHwQljZJkX9qm0HyNrusugoMdutY6jSjhQjqlRobYMCvKQTzqvqiE8BMVkcLJt9vfHynmAbfF7hpYCQ8uUnvsJaSv8XjFAUJmenuckpc=s75-w75-h74
Victoria,Horse,Female,Peppy,Fitness,11-Jul,sugar cube,K.K. Adventure,Active,Simple,Yellow,Orange,stadium wall,racetrack flooring,3675;7264;4379;4379;4379;4379;4379;4077;4077;4077;4077;4077;4077;4077;4077;4379;4077;4077;4379;4077;4077,hrs01,R5zfwZxyxaa6gue4d,https://lh3.googleusercontent.com/docsubipk/AJV0LNu0v_FXR0IYR687kCHHAeB3GOqvIlrRsl6WCJHcFqPOWmFbwXdAobnF3BGP51y6Tgz31THNxqybdxMgI8VesXGJsUoOgwGUZM9DxeZmVrJH=s75-w75-h74
Violet,Gorilla,Female,Snooty,Fitness,1-Sep,sweetie,K.K. Bazaar,Gorgeous,Cool,Purple,Pink,black botanical-tile wall,lobby flooring,7235;1840;6031;2554;4054;10244;4017;4030;3951;4338;4027,gor07,z7N6aubfytXa7Z4Me,https://lh3.googleusercontent.com/docsubipk/AJV0LNvqnKPU1b8PgluOKUQFN6JMlCsKnpqXR5IOW8nZw3QQowsgldhWQifgxJFkRkDyCg4_CZhxKb9mmlWArbGrpBxuBSfbEEjbIHVpzCaH6XJM=s75-w75-h74
Vivian,Wolf,Female,Snooty,Education,26-Jan,piffle,K.K. Cruisin',Gorgeous,Elegant,Gray,Purple,white-brick wall,dark wood-pattern flooring,4015;3270;3971;4052;4053;3986;4118;4046;4338;4054;928;4076;3951;3948;1868;4027,wol08,tWyG3bE5fwvNNGpWM,https://lh3.googleusercontent.com/docsubipk/AJV0LNtotuz2vIsLuipRF65FWc18W9H9f49B0p06oiv8GvRBl6Hr62Ay5XTrYEa1LGF5U8VXYpwYpHb_jldGuE-E7PpVxbWxHjed4G_M0vo_FAE=s75-w75-h74
Vladimir,Cub,Male,Cranky,Play,2-Aug,nyet,Agent K.K.,Simple,Cool,Yellow,Colorful,chain-link fence,ramshackle flooring,3943;787;4081;2556;144;2553;146;2553;1802;8417;146,cbr06,Eskwc34f2x6Qx6ZNT,https://lh3.googleusercontent.com/docsubipk/AJV0LNuycLFA-FecPCcpaEsq33ugdQHXIFkc6AO96qkgBx4vXjJlC5HJEi6WbGt_g62_5TD1G40ECIgGWkQcXAm1R0UO6fkQgoDlOFxGfDt0yg2f=s75-w75-h74
Wade,Penguin,Male,Lazy,Nature,30-Oct,so it goes,Stale Cupcakes,Simple,Gorgeous,Light blue,Blue,ice wall,ice flooring,3503;3984;3497;3982;3978;2255;5150;2269;2266;2274;2268;2270;2264;2267,pgn09,cy2hRtipGaiHEBPd8,https://lh3.googleusercontent.com/docsubipk/AJV0LNuWzJN6Wuuj82QaV-MrwsQihFnjSEvMG9boLwgd0xvfdc72EqPk7l-Zprwt2cwl-VAZovXvc0WW9W8Jof_VUtNh86CxnC0UPoIaaryy840=s75-w75-h74
Walker,Dog,Male,Lazy,Play,10-Jun,wuh,Two Days Ago,Simple,Simple,Orange,Red,yellow playroom wall,colorful tile flooring,3701;3702;4125;2605;4003;7144;3438;4111;5543;3623;2560;3584;1411,dog06,rh6PGwW3Lg6EFcfo6,https://lh3.googleusercontent.com/docsubipk/AJV0LNu11_tABvAxXqthw24f6w7IDkysYLIGjL1J5V4JBcrvHZYDJF12Iw9IJraHYUIJpLGFurqitldXI_O0kSbKpDP7-Y2k-pvHD1900iesko4=s75-w75-h74
Walt,Kangaroo,Male,Cranky,Fitness,24-Apr,pockets,K.K. Lament,Cool,Cool,Black,Gray,bamboo-grove wall,mossy-garden flooring,7452;3580;7393;4269;10743;677;710;2754,kgr08,wN36ADi7MxiLNJ3Eu,https://lh3.googleusercontent.com/docsubipk/AJV0LNv-2c-i1LJ2UksqHW2iD5LfWNen-RkBYp982kneB4KFz9FIh1RjErgY95rFUj-xb6WkeVjiNxD8SLAE5lvCgiN8xybE-5eck_FJXELUOn-C=s75-w75-h74
Wart Jr.,Frog,Male,Cranky,Education,21-Aug,grr-ribbit,Steep Hill,Simple,Simple,Blue,Purple,dirt-clod wall,rush tatami,717;1849;3230;7048;3622;3554;7323;7323;957;3658;4106;3672;725;787,flg05,HCbj4RPsBexGWd2Sy,https://lh3.googleusercontent.com/docsubipk/AJV0LNvdqEB-rpmOo3J4nVzAZwvZAJLbxiw99ZghPNPMy6GqcwrcIAkXDooUsezHXU4l_SdWCrORTpJNdCwWqSm4RQtu-bz1O37OtrSLV--vAh_x=s75-w75-h74
Weber,Duck,Male,Lazy,Nature,30-Jun,quaa,K.K. Fusion,Cool,Simple,Blue,Black,black perforated-board wall,cork flooring,1875;3681;4121;1171;1803;383;846;1804;8096;3822;1899,duk11,QrbKSTR4H9tFKBofW,https://lh3.googleusercontent.com/docsubipk/AJV0LNsX7QP96xPPs6Ew4HxfHiebKxYaBSYU8Kt2J_SVKuh7KkCU7G3m7bcWNjq0SxnfORaMzGTyVReL0L0C1sUmwx-F0BN47-sQcBUHkfNf0197=s75-w75-h74
Wendy,Sheep,Female,Peppy,Fashion,15-Aug,lambkins,Space K.K.,Cool,Gorgeous,Red,Green,snowflake wall,simple white flooring,2713;1792;3586;2771;3438;7346;4028;4111;3251;7137;7132;1845;2560;1145;4003;7134;3467,shp09,YyW9WdsWe6EgMF4Mq,https://lh3.googleusercontent.com/docsubipk/AJV0LNvBdZn_BfP0b8W_iegSB6ONdS1JBF7gAAGKUf_tmWARue2eRO69uaDAlrTLU2KQFO60CM6k4xtRmrrnganHk4CAgCL37e7T__itmHFnicrJ=s75-w75-h74
Whitney,Wolf,Female,Snooty,Fashion,17-Sep,snappy,K.K. Soul,Elegant,Cool,Blue,Light blue,blue intricate wall,blue-paint flooring,7235;7137;5543;790;3561;4046;3428;1889;742;7349;10244;4049;4028,wol03,KbixDxCFpoWTimarv,https://lh3.googleusercontent.com/docsubipk/AJV0LNu_TOicoPxPHmXeSH8PHs5y_emiWFITWVrvW3VmROFXT7Op-1Kc-F2kaWLRM0HGyAb-ER3TzhN0PVa2jZS3kbfBhEe-uKQCXgFEUA7yYQXv=s75-w75-h74
Willow,Sheep,Female,Snooty,Fashion,26-Nov,bo peep,K.K. Soul,Cute,Gorgeous,White,Pink,arched-window wall,arabesque flooring,3449;1127;915;3974;3957;4129;1058;3442;3443;1449;3951;742;10244;6078,shp07,HT58xc2w7ootdCRWb,https://lh3.googleusercontent.com/docsubipk/AJV0LNvZIZY63KYpQFgjgvRXpsVsH2WQbdxUo8Y7_0Pk1tHDbyxSPPXKnxxNs71vMX93iPMd6jDkgtrrN8JmFgIbXv6H9MmmXufe3N69MRhztEJS=s75-w75-h74
Winnie,Horse,Female,Peppy,Fashion,31-Jan,hay-OK,K.K. Country,Cool,Simple,White,Gray,backyard-fence wall,backyard lawn,1626;1626;5970;4003;3509;1620;1627;3467;1631;1170;1157,hrs05,b4HwfyvThyipScSAv,https://lh3.googleusercontent.com/docsubipk/AJV0LNt_fd6UWkmaTrecFUGnXUElW_Vi0PNj5FI9S3hE0YvILqiZuGkRoipSJb6GRUptWBA6vUTeU4JNvJZ9mT6xeDVVrn8kb3qi1g5zyheNsuY=s75-w75-h74
Wolfgang,Wolf,Male,Cranky,Education,25-Nov,snarrrl,K.K. D&B,Cool,Active,Black,Green,dark wooden-mosaic wall,stripe flooring,4117;7323;7323;3275;4109;3270;3196;4338;3200;3562;3271;3818;1043;3194;3282;3193;4114;7800,wol02,RbF2wcn6jRxtgLDRd,https://lh3.googleusercontent.com/docsubipk/AJV0LNtmVwOHvMCkL-2aj0fFJKwejRsdyfQYDgTkZF08tD6gVYrdHAW46CbFKk1AjsK9PLUpM5nxBemqIo8iRlPVv7VWsYIi6wlxAAi-c0dIMtfY=s75-w75-h74
Yuka,Koala,Female,Snooty,Fashion,20-Jul,tsk tsk,Soulful K.K.,Cool,Elegant,Orange,Yellow,beige art-deco wall,simple purple flooring,3957;3955;2554;3974;3951;794;4106;3959;3958;997,kal00,QDcxk3dCNT6yeD9hk,https://lh3.googleusercontent.com/docsubipk/AJV0LNuCnNRT00Q6DSijAA9f2hhFZ-LVAl9k38DOmTnyXd-rKWdtnj2wRytEUN3F1LM_vx0Vxz5vNkmZnt2-DKaqFt0g-dUYr58kN4hObbIys293=s75-w75-h74
Zell,Deer,Male,Smug,Music,7-Jun,pronk,K.K. Swing,Cool,Gorgeous,Purple,Gray,cityscape wall,monochromatic tile flooring,1875;863;4129;4053;4053;3951;794;3775;4046;4230;3681,der02,LodBWtdMRZbjFNga9,https://lh3.googleusercontent.com/docsubipk/AJV0LNuNwJjrTCAkxrC6yfkdJHyO3Futloeekpt4NSUkdQ6aKu3yzje93hcXm1mRMpU9sAfyUqSdkFHt_qRzJSNax2UQQFKehb5nkPYtPXc15paq=s75-w75-h74
Zucker,Octopus,Male,Lazy,Nature,8-Mar,bloop,Spring Blossoms,Simple,Cute,Blue,Yellow,chain-link fence,backyard lawn,4042;4412;7526;4077;4077;3064;4077;3946;3617;3697;4019;3618;3344;3672;3672,ocp02,2F5tipHqgmWvWXTLC,https://lh3.googleusercontent.com/docsubipk/AJV0LNvzGMhvQ_9zJIWYWZApOFKRKB0vhTRM8MufkuO6FlIXmjMr-Ors-CrXudmYrJRoutKg1DanNwVESdQu6fzKeMNw1r9hMTs8qzLJprAwue5P=s75-w75-h74
